Decision,Gender,Dept
Admit,Male,C
Admit,Male,C
Admit,Male,C
Admit,Male,C
Admit,Male,C
Admit,Male,C
Admit,Male,C
Admit,Male,C
Admit,Male,C
Admit,Male,C
Admit,Male,C
Admit,Male,C
Admit,Male,C
Admit,Male,C
Admit,Male,C
Admit,Male,C
Admit,Male,C
Admit,Male,C
Admit,Male,C
Admit,Male,C
Admit,Male,C
Admit,Male,C
Admit,Male,C
Admit,Male,C
Admit,Male,C
Admit,Male,C
Admit,Male,C
Admit,Male,C
Admit,Male,C
Admit,Male,C
Admit,Male,C
Admit,Male,C
Admit,Male,C
Admit,Male,C
Admit,Male,C
Admit,Male,C
Admit,Male,C
Admit,Male,C
Admit,Male,C
Admit,Male,C
Admit,Male,C
Admit,Male,C
Admit,Male,C
Admit,Male,C
Admit,Male,C
Admit,Male,C
Admit,Male,C
Admit,Male,C
Admit,Male,C
Admit,Male,C
Admit,Male,C
Admit,Male,C
Admit,Male,C
Admit,Male,C
Admit,Male,C
Admit,Male,C
Admit,Male,C
Admit,Male,C
Admit,Male,C
Admit,Male,C
Admit,Male,C
Admit,Male,C
Admit,Male,C
Admit,Male,C
Admit,Male,C
Admit,Male,C
Admit,Male,C
Admit,Male,C
Admit,Male,C
Admit,Male,C
Admit,Male,C
Admit,Male,C
Admit,Male,C
Admit,Male,C
Admit,Male,C
Admit,Male,C
Admit,Male,C
Admit,Male,C
Admit,Male,C
Admit,Male,C
Admit,Male,C
Admit,Male,C
Admit,Male,C
Admit,Male,C
Admit,Male,C
Admit,Male,C
Reject,Male,C
Reject,Male,C
Reject,Male,C
Reject,Male,C
Reject,Male,C
Reject,Male,C
Reject,Male,C
Reject,Male,C
Reject,Male,C
Reject,Male,C
Reject,Male,C
Reject,Male,C
Reject,Male,C
Reject,Male,C
Reject,Male,C
Reject,Male,C
Reject,Male,C
Reject,Male,C
Reject,Male,C
Reject,Male,C
Reject,Male,C
Reject,Male,C
Reject,Male,C
Reject,Male,C
Reject,Male,C
Reject,Male,C
Reject,Male,C
Reject,Male,C
Reject,Male,C
Reject,Male,C
Reject,Male,C
Reject,Male,C
Reject,Male,C
Reject,Male,C
Reject,Male,C
Reject,Male,C
Reject,Male,C
Reject,Male,C
Reject,Male,C
Reject,Male,C
Reject,Male,C
Reject,Male,C
Reject,Male,C
Reject,Male,C
Reject,Male,C
Reject,Male,C
Reject,Male,C
Reject,Male,C
Reject,Male,C
Reject,Male,C
Reject,Male,C
Reject,Male,C
Reject,Male,C
Reject,Male,C
Reject,Male,C
Reject,Male,C
Reject,Male,C
Reject,Male,C
Reject,Male,C
Reject,Male,C
Reject,Male,C
Reject,Male,C
Reject,Male,C
Reject,Male,C
Reject,Male,C
Reject,Male,C
Reject,Male,C
Reject,Male,C
Reject,Male,C
Reject,Male,C
Reject,Male,C
Reject,Male,C
Reject,Male,C
Reject,Male,C
Reject,Male,C
Reject,Male,C
Reject,Male,C
Reject,Male,C
Reject,Male,C
Reject,Male,C
Reject,Male,C
Reject,Male,C
Reject,Male,C
Reject,Male,C
Reject,Male,C
Reject,Male,C
Reject,Male,C
Reject,Male,C
Reject,Male,C
Reject,Male,C
Reject,Male,C
Reject,Male,C
Reject,Male,C
Reject,Male,C
Reject,Male,C
Reject,Male,C
Reject,Male,C
Reject,Male,C
Reject,Male,C
Reject,Male,C
Reject,Male,C
Reject,Male,C
Reject,Male,C
Reject,Male,C
Reject,Male,C
Reject,Male,C
Reject,Male,C
Reject,Male,C
Reject,Male,C
Reject,Male,C
Reject,Male,C
Reject,Male,C
Reject,Male,C
Reject,Male,C
Reject,Male,C
Reject,Male,C
Reject,Male,C
Reject,Male,C
Reject,Male,C
Reject,Male,C
Reject,Male,C
Reject,Male,C
Reject,Male,C
Reject,Male,C
Reject,Male,C
Reject,Male,C
Reject,Male,C
Reject,Male,C
Reject,Male,C
Reject,Male,C
Reject,Male,C
Reject,Male,C
Reject,Male,C
Reject,Male,C
Reject,Male,C
Reject,Male,C
Reject,Male,C
Reject,Male,C
Reject,Male,C
Reject,Male,C
Reject,Male,C
Reject,Male,C
Reject,Male,C
Reject,Male,C
Reject,Male,C
Reject,Male,C
Reject,Male,C
Reject,Male,C
Reject,Male,C
Reject,Male,C
Reject,Male,C
Reject,Male,C
Reject,Male,C
Reject,Male,C
Reject,Male,C
Reject,Male,C
Reject,Male,C
Reject,Male,C
Reject,Male,C
Reject,Male,C
Reject,Male,C
Reject,Male,C
Reject,Male,C
Reject,Male,C
Reject,Male,C
Reject,Male,C
Reject,Male,C
Reject,Male,C
Reject,Male,C
Reject,Male,C
Reject,Male,C
Reject,Male,C
Reject,Male,C
Reject,Male,C
Reject,Male,C
Reject,Male,C
Reject,Male,C
Reject,Male,C
Reject,Male,C
Reject,Male,C
Reject,Male,C
Reject,Male,C
Reject,Male,C
Reject,Male,C
Reject,Male,C
Reject,Male,C
Reject,Male,C
Reject,Male,C
Reject,Male,C
Reject,Male,C
Reject,Male,C
Reject,Male,C
Reject,Male,C
Reject,Male,C
Reject,Male,C
Reject,Male,C
Reject,Male,C
Reject,Male,C
Reject,Male,C
Reject,Male,C
Reject,Male,C
Reject,Male,C
Reject,Male,C
Reject,Male,C
Reject,Male,C
Admit,Female,C
Admit,Female,C
Admit,Female,C
Admit,Female,C
Admit,Female,C
Admit,Female,C
Admit,Female,C
Admit,Female,C
Admit,Female,C
Admit,Female,C
Admit,Female,C
Admit,Female,C
Admit,Female,C
Admit,Female,C
Admit,Female,C
Admit,Female,C
Admit,Female,C
Admit,Female,C
Admit,Female,C
Admit,Female,C
Admit,Female,C
Admit,Female,C
Admit,Female,C
Admit,Female,C
Admit,Female,C
Admit,Female,C
Admit,Female,C
Admit,Female,C
Admit,Female,C
Admit,Female,C
Admit,Female,C
Admit,Female,C
Admit,Female,C
Admit,Female,C
Admit,Female,C
Admit,Female,C
Admit,Female,C
Admit,Female,C
Admit,Female,C
Admit,Female,C
Admit,Female,C
Admit,Female,C
Admit,Female,C
Admit,Female,C
Admit,Female,C
Admit,Female,C
Admit,Female,C
Admit,Female,C
Admit,Female,C
Admit,Female,C
Admit,Female,C
Admit,Female,C
Admit,Female,C
Admit,Female,C
Admit,Female,C
Admit,Female,C
Admit,Female,C
Admit,Female,C
Admit,Female,C
Admit,Female,C
Admit,Female,C
Admit,Female,C
Admit,Female,C
Admit,Female,C
Admit,Female,C
Admit,Female,C
Admit,Female,C
Admit,Female,C
Admit,Female,C
Admit,Female,C
Admit,Female,C
Admit,Female,C
Admit,Female,C
Admit,Female,C
Admit,Female,C
Admit,Female,C
Admit,Female,C
Admit,Female,C
Admit,Female,C
Admit,Female,C
Admit,Female,C
Admit,Female,C
Admit,Female,C
Admit,Female,C
Admit,Female,C
Admit,Female,C
Admit,Female,C
Admit,Female,C
Admit,Female,C
Admit,Female,C
Admit,Female,C
Admit,Female,C
Admit,Female,C
Admit,Female,C
Admit,Female,C
Admit,Female,C
Admit,Female,C
Admit,Female,C
Admit,Female,C
Admit,Female,C
Admit,Female,C
Admit,Female,C
Admit,Female,C
Admit,Female,C
Admit,Female,C
Admit,Female,C
Admit,Female,C
Admit,Female,C
Admit,Female,C
Admit,Female,C
Admit,Female,C
Admit,Female,C
Admit,Female,C
Admit,Female,C
Admit,Female,C
Admit,Female,C
Admit,Female,C
Admit,Female,C
Admit,Female,C
Admit,Female,C
Admit,Female,C
Admit,Female,C
Admit,Female,C
Admit,Female,C
Admit,Female,C
Admit,Female,C
Admit,Female,C
Admit,Female,C
Admit,Female,C
Admit,Female,C
Admit,Female,C
Admit,Female,C
Admit,Female,C
Admit,Female,C
Admit,Female,C
Admit,Female,C
Admit,Female,C
Admit,Female,C
Admit,Female,C
Admit,Female,C
Admit,Female,C
Admit,Female,C
Admit,Female,C
Admit,Female,C
Admit,Female,C
Admit,Female,C
Admit,Female,C
Admit,Female,C
Admit,Female,C
Admit,Female,C
Admit,Female,C
Admit,Female,C
Admit,Female,C
Admit,Female,C
Admit,Female,C
Admit,Female,C
Admit,Female,C
Admit,Female,C
Admit,Female,C
Admit,Female,C
Admit,Female,C
Admit,Female,C
Admit,Female,C
Admit,Female,C
Admit,Female,C
Admit,Female,C
Admit,Female,C
Admit,Female,C
Admit,Female,C
Admit,Female,C
Admit,Female,C
Admit,Female,C
Admit,Female,C
Admit,Female,C
Admit,Female,C
Admit,Female,C
Admit,Female,C
Admit,Female,C
Admit,Female,C
Admit,Female,C
Admit,Female,C
Admit,Female,C
Admit,Female,C
Admit,Female,C
Admit,Female,C
Admit,Female,C
Admit,Female,C
Admit,Female,C
Admit,Female,C
Admit,Female,C
Admit,Female,C
Admit,Female,C
Admit,Female,C
Admit,Female,C
Admit,Female,C
Admit,Female,C
Admit,Female,C
Admit,Female,C
Admit,Female,C
Admit,Female,C
Admit,Female,C
Admit,Female,C
Reject,Female,C
Reject,Female,C
Reject,Female,C
Reject,Female,C
Reject,Female,C
Reject,Female,C
Reject,Female,C
Reject,Female,C
Reject,Female,C
Reject,Female,C
Reject,Female,C
Reject,Female,C
Reject,Female,C
Reject,Female,C
Reject,Female,C
Reject,Female,C
Reject,Female,C
Reject,Female,C
Reject,Female,C
Reject,Female,C
Reject,Female,C
Reject,Female,C
Reject,Female,C
Reject,Female,C
Reject,Female,C
Reject,Female,C
Reject,Female,C
Reject,Female,C
Reject,Female,C
Reject,Female,C
Reject,Female,C
Reject,Female,C
Reject,Female,C
Reject,Female,C
Reject,Female,C
Reject,Female,C
Reject,Female,C
Reject,Female,C
Reject,Female,C
Reject,Female,C
Reject,Female,C
Reject,Female,C
Reject,Female,C
Reject,Female,C
Reject,Female,C
Reject,Female,C
Reject,Female,C
Reject,Female,C
Reject,Female,C
Reject,Female,C
Reject,Female,C
Reject,Female,C
Reject,Female,C
Reject,Female,C
Reject,Female,C
Reject,Female,C
Reject,Female,C
Reject,Female,C
Reject,Female,C
Reject,Female,C
Reject,Female,C
Reject,Female,C
Reject,Female,C
Reject,Female,C
Reject,Female,C
Reject,Female,C
Reject,Female,C
Reject,Female,C
Reject,Female,C
Reject,Female,C
Reject,Female,C
Reject,Female,C
Reject,Female,C
Reject,Female,C
Reject,Female,C
Reject,Female,C
Reject,Female,C
Reject,Female,C
Reject,Female,C
Reject,Female,C
Reject,Female,C
Reject,Female,C
Reject,Female,C
Reject,Female,C
Reject,Female,C
Reject,Female,C
Reject,Female,C
Reject,Female,C
Reject,Female,C
Reject,Female,C
Reject,Female,C
Reject,Female,C
Reject,Female,C
Reject,Female,C
Reject,Female,C
Reject,Female,C
Reject,Female,C
Reject,Female,C
Reject,Female,C
Reject,Female,C
Reject,Female,C
Reject,Female,C
Reject,Female,C
Reject,Female,C
Reject,Female,C
Reject,Female,C
Reject,Female,C
Reject,Female,C
Reject,Female,C
Reject,Female,C
Reject,Female,C
Reject,Female,C
Reject,Female,C
Reject,Female,C
Reject,Female,C
Reject,Female,C
Reject,Female,C
Reject,Female,C
Reject,Female,C
Reject,Female,C
Reject,Female,C
Reject,Female,C
Reject,Female,C
Reject,Female,C
Reject,Female,C
Reject,Female,C
Reject,Female,C
Reject,Female,C
Reject,Female,C
Reject,Female,C
Reject,Female,C
Reject,Female,C
Reject,Female,C
Reject,Female,C
Reject,Female,C
Reject,Female,C
Reject,Female,C
Reject,Female,C
Reject,Female,C
Reject,Female,C
Reject,Female,C
Reject,Female,C
Reject,Female,C
Reject,Female,C
Reject,Female,C
Reject,Female,C
Reject,Female,C
Reject,Female,C
Reject,Female,C
Reject,Female,C
Reject,Female,C
Reject,Female,C
Reject,Female,C
Reject,Female,C
Reject,Female,C
Reject,Female,C
Reject,Female,C
Reject,Female,C
Reject,Female,C
Reject,Female,C
Reject,Female,C
Reject,Female,C
Reject,Female,C
Reject,Female,C
Reject,Female,C
Reject,Female,C
Reject,Female,C
Reject,Female,C
Reject,Female,C
Reject,Female,C
Reject,Female,C
Reject,Female,C
Reject,Female,C
Reject,Female,C
Reject,Female,C
Reject,Female,C
Reject,Female,C
Reject,Female,C
Reject,Female,C
Reject,Female,C
Reject,Female,C
Reject,Female,C
Reject,Female,C
Reject,Female,C
Reject,Female,C
Reject,Female,C
Reject,Female,C
Reject,Female,C
Reject,Female,C
Reject,Female,C
Reject,Female,C
Reject,Female,C
Reject,Female,C
Reject,Female,C
Reject,Female,C
Reject,Female,C
Reject,Female,C
Reject,Female,C
Reject,Female,C
Reject,Female,C
Reject,Female,C
Reject,Female,C
Reject,Female,C
Reject,Female,C
Reject,Female,C
Reject,Female,C
Reject,Female,C
Reject,Female,C
Reject,Female,C
Reject,Female,C
Reject,Female,C
Reject,Female,C
Reject,Female,C
Reject,Female,C
Reject,Female,C
Reject,Female,C
Reject,Female,C
Reject,Female,C
Reject,Female,C
Reject,Female,C
Reject,Female,C
Reject,Female,C
Reject,Female,C
Reject,Female,C
Reject,Female,C
Reject,Female,C
Reject,Female,C
Reject,Female,C
Reject,Female,C
Reject,Female,C
Reject,Female,C
Reject,Female,C
Reject,Female,C
Reject,Female,C
Reject,Female,C
Reject,Female,C
Reject,Female,C
Reject,Female,C
Reject,Female,C
Reject,Female,C
Reject,Female,C
Reject,Female,C
Reject,Female,C
Reject,Female,C
Reject,Female,C
Reject,Female,C
Reject,Female,C
Reject,Female,C
Reject,Female,C
Reject,Female,C
Reject,Female,C
Reject,Female,C
Reject,Female,C
Reject,Female,C
Reject,Female,C
Reject,Female,C
Reject,Female,C
Reject,Female,C
Reject,Female,C
Reject,Female,C
Reject,Female,C
Reject,Female,C
Reject,Female,C
Reject,Female,C
Reject,Female,C
Reject,Female,C
Reject,Female,C
Reject,Female,C
Reject,Female,C
Reject,Female,C
Reject,Female,C
Reject,Female,C
Reject,Female,C
Reject,Female,C
Reject,Female,C
Reject,Female,C
Reject,Female,C
Reject,Female,C
Reject,Female,C
Reject,Female,C
Reject,Female,C
Reject,Female,C
Reject,Female,C
Reject,Female,C
Reject,Female,C
Reject,Female,C
Reject,Female,C
Reject,Female,C
Reject,Female,C
Reject,Female,C
Reject,Female,C
Reject,Female,C
Reject,Female,C
Reject,Female,C
Reject,Female,C
Reject,Female,C
Reject,Female,C
Reject,Female,C
Reject,Female,C
Reject,Female,C
Reject,Female,C
Reject,Female,C
Reject,Female,C
Reject,Female,C
Reject,Female,C
Reject,Female,C
Reject,Female,C
Reject,Female,C
Reject,Female,C
Reject,Female,C
Reject,Female,C
Reject,Female,C
Reject,Female,C
Reject,Female,C
Reject,Female,C
Reject,Female,C
Reject,Female,C
Reject,Female,C
Reject,Female,C
Reject,Female,C
Reject,Female,C
Reject,Female,C
Reject,Female,C
Reject,Female,C
Reject,Female,C
Reject,Female,C
Reject,Female,C
Reject,Female,C
Reject,Female,C
Reject,Female,C
Reject,Female,C
Reject,Female,C
Reject,Female,C
Reject,Female,C
Reject,Female,C
Reject,Female,C
Reject,Female,C
Reject,Female,C
Reject,Female,C
Reject,Female,C
Reject,Female,C
Reject,Female,C
Reject,Female,C
Reject,Female,C
Reject,Female,C
Reject,Female,C
Reject,Female,C
Reject,Female,C
Reject,Female,C
Reject,Female,C
Reject,Female,C
Reject,Female,C
Reject,Female,C
Reject,Female,C
Reject,Female,C
Reject,Female,C
Reject,Female,C
Reject,Female,C
Reject,Female,C
Reject,Female,C
Reject,Female,C
Reject,Female,C
Reject,Female,C
Reject,Female,C
Reject,Female,C
Reject,Female,C
Reject,Female,C
Reject,Female,C
Reject,Female,C
Reject,Female,C
Reject,Female,C
Reject,Female,C
Reject,Female,C
Reject,Female,C
Reject,Female,C
Reject,Female,C
Reject,Female,C
Reject,Female,C
Reject,Female,C
Reject,Female,C
Reject,Female,C
Reject,Female,C
Reject,Female,C
Reject,Female,C
Reject,Female,C
Reject,Female,C
Reject,Female,C
Reject,Female,C
Reject,Female,C
Reject,Female,C
Reject,Female,C
Admit,Male,D
Admit,Male,D
Admit,Male,D
Admit,Male,D
Admit,Male,D
Admit,Male,D
Admit,Male,D
Admit,Male,D
Admit,Male,D
Admit,Male,D
Admit,Male,D
Admit,Male,D
Admit,Male,D
Admit,Male,D
Admit,Male,D
Admit,Male,D
Admit,Male,D
Admit,Male,D
Admit,Male,D
Admit,Male,D
Admit,Male,D
Admit,Male,D
Admit,Male,D
Admit,Male,D
Admit,Male,D
Admit,Male,D
Admit,Male,D
Admit,Male,D
Admit,Male,D
Admit,Male,D
Admit,Male,D
Admit,Male,D
Admit,Male,D
Admit,Male,D
Admit,Male,D
Admit,Male,D
Admit,Male,D
Admit,Male,D
Admit,Male,D
Admit,Male,D
Admit,Male,D
Admit,Male,D
Admit,Male,D
Admit,Male,D
Admit,Male,D
Admit,Male,D
Admit,Male,D
Admit,Male,D
Admit,Male,D
Admit,Male,D
Admit,Male,D
Admit,Male,D
Admit,Male,D
Admit,Male,D
Admit,Male,D
Admit,Male,D
Admit,Male,D
Admit,Male,D
Admit,Male,D
Admit,Male,D
Admit,Male,D
Admit,Male,D
Admit,Male,D
Admit,Male,D
Admit,Male,D
Admit,Male,D
Admit,Male,D
Admit,Male,D
Admit,Male,D
Admit,Male,D
Admit,Male,D
Admit,Male,D
Admit,Male,D
Admit,Male,D
Admit,Male,D
Admit,Male,D
Admit,Male,D
Admit,Male,D
Admit,Male,D
Admit,Male,D
Admit,Male,D
Admit,Male,D
Admit,Male,D
Admit,Male,D
Admit,Male,D
Admit,Male,D
Admit,Male,D
Admit,Male,D
Admit,Male,D
Admit,Male,D
Admit,Male,D
Admit,Male,D
Admit,Male,D
Admit,Male,D
Admit,Male,D
Admit,Male,D
Admit,Male,D
Admit,Male,D
Admit,Male,D
Admit,Male,D
Admit,Male,D
Admit,Male,D
Admit,Male,D
Admit,Male,D
Admit,Male,D
Admit,Male,D
Admit,Male,D
Admit,Male,D
Admit,Male,D
Admit,Male,D
Admit,Male,D
Admit,Male,D
Admit,Male,D
Admit,Male,D
Admit,Male,D
Admit,Male,D
Admit,Male,D
Admit,Male,D
Admit,Male,D
Admit,Male,D
Admit,Male,D
Admit,Male,D
Admit,Male,D
Admit,Male,D
Admit,Male,D
Admit,Male,D
Admit,Male,D
Admit,Male,D
Admit,Male,D
Admit,Male,D
Admit,Male,D
Admit,Male,D
Admit,Male,D
Admit,Male,D
Admit,Male,D
Admit,Male,D
Admit,Male,D
Admit,Male,D
Reject,Male,D
Reject,Male,D
Reject,Male,D
Reject,Male,D
Reject,Male,D
Reject,Male,D
Reject,Male,D
Reject,Male,D
Reject,Male,D
Reject,Male,D
Reject,Male,D
Reject,Male,D
Reject,Male,D
Reject,Male,D
Reject,Male,D
Reject,Male,D
Reject,Male,D
Reject,Male,D
Reject,Male,D
Reject,Male,D
Reject,Male,D
Reject,Male,D
Reject,Male,D
Reject,Male,D
Reject,Male,D
Reject,Male,D
Reject,Male,D
Reject,Male,D
Reject,Male,D
Reject,Male,D
Reject,Male,D
Reject,Male,D
Reject,Male,D
Reject,Male,D
Reject,Male,D
Reject,Male,D
Reject,Male,D
Reject,Male,D
Reject,Male,D
Reject,Male,D
Reject,Male,D
Reject,Male,D
Reject,Male,D
Reject,Male,D
Reject,Male,D
Reject,Male,D
Reject,Male,D
Reject,Male,D
Reject,Male,D
Reject,Male,D
Reject,Male,D
Reject,Male,D
Reject,Male,D
Reject,Male,D
Reject,Male,D
Reject,Male,D
Reject,Male,D
Reject,Male,D
Reject,Male,D
Reject,Male,D
Reject,Male,D
Reject,Male,D
Reject,Male,D
Reject,Male,D
Reject,Male,D
Reject,Male,D
Reject,Male,D
Reject,Male,D
Reject,Male,D
Reject,Male,D
Reject,Male,D
Reject,Male,D
Reject,Male,D
Reject,Male,D
Reject,Male,D
Reject,Male,D
Reject,Male,D
Reject,Male,D
Reject,Male,D
Reject,Male,D
Reject,Male,D
Reject,Male,D
Reject,Male,D
Reject,Male,D
Reject,Male,D
Reject,Male,D
Reject,Male,D
Reject,Male,D
Reject,Male,D
Reject,Male,D
Reject,Male,D
Reject,Male,D
Reject,Male,D
Reject,Male,D
Reject,Male,D
Reject,Male,D
Reject,Male,D
Reject,Male,D
Reject,Male,D
Reject,Male,D
Reject,Male,D
Reject,Male,D
Reject,Male,D
Reject,Male,D
Reject,Male,D
Reject,Male,D
Reject,Male,D
Reject,Male,D
Reject,Male,D
Reject,Male,D
Reject,Male,D
Reject,Male,D
Reject,Male,D
Reject,Male,D
Reject,Male,D
Reject,Male,D
Reject,Male,D
Reject,Male,D
Reject,Male,D
Reject,Male,D
Reject,Male,D
Reject,Male,D
Reject,Male,D
Reject,Male,D
Reject,Male,D
Reject,Male,D
Reject,Male,D
Reject,Male,D
Reject,Male,D
Reject,Male,D
Reject,Male,D
Reject,Male,D
Reject,Male,D
Reject,Male,D
Reject,Male,D
Reject,Male,D
Reject,Male,D
Reject,Male,D
Reject,Male,D
Reject,Male,D
Reject,Male,D
Reject,Male,D
Reject,Male,D
Reject,Male,D
Reject,Male,D
Reject,Male,D
Reject,Male,D
Reject,Male,D
Reject,Male,D
Reject,Male,D
Reject,Male,D
Reject,Male,D
Reject,Male,D
Reject,Male,D
Reject,Male,D
Reject,Male,D
Reject,Male,D
Reject,Male,D
Reject,Male,D
Reject,Male,D
Reject,Male,D
Reject,Male,D
Reject,Male,D
Reject,Male,D
Reject,Male,D
Reject,Male,D
Reject,Male,D
Reject,Male,D
Reject,Male,D
Reject,Male,D
Reject,Male,D
Reject,Male,D
Reject,Male,D
Reject,Male,D
Reject,Male,D
Reject,Male,D
Reject,Male,D
Reject,Male,D
Reject,Male,D
Reject,Male,D
Reject,Male,D
Reject,Male,D
Reject,Male,D
Reject,Male,D
Reject,Male,D
Reject,Male,D
Reject,Male,D
Reject,Male,D
Reject,Male,D
Reject,Male,D
Reject,Male,D
Reject,Male,D
Reject,Male,D
Reject,Male,D
Reject,Male,D
Reject,Male,D
Reject,Male,D
Reject,Male,D
Reject,Male,D
Reject,Male,D
Reject,Male,D
Reject,Male,D
Reject,Male,D
Reject,Male,D
Reject,Male,D
Reject,Male,D
Reject,Male,D
Reject,Male,D
Reject,Male,D
Reject,Male,D
Reject,Male,D
Reject,Male,D
Reject,Male,D
Reject,Male,D
Reject,Male,D
Reject,Male,D
Reject,Male,D
Reject,Male,D
Reject,Male,D
Reject,Male,D
Reject,Male,D
Reject,Male,D
Reject,Male,D
Reject,Male,D
Reject,Male,D
Reject,Male,D
Reject,Male,D
Reject,Male,D
Reject,Male,D
Reject,Male,D
Reject,Male,D
Reject,Male,D
Reject,Male,D
Reject,Male,D
Reject,Male,D
Reject,Male,D
Reject,Male,D
Reject,Male,D
Reject,Male,D
Reject,Male,D
Reject,Male,D
Reject,Male,D
Reject,Male,D
Reject,Male,D
Reject,Male,D
Reject,Male,D
Reject,Male,D
Reject,Male,D
Reject,Male,D
Reject,Male,D
Reject,Male,D
Reject,Male,D
Reject,Male,D
Reject,Male,D
Reject,Male,D
Reject,Male,D
Reject,Male,D
Reject,Male,D
Reject,Male,D
Reject,Male,D
Reject,Male,D
Reject,Male,D
Reject,Male,D
Reject,Male,D
Reject,Male,D
Reject,Male,D
Reject,Male,D
Reject,Male,D
Reject,Male,D
Reject,Male,D
Reject,Male,D
Reject,Male,D
Reject,Male,D
Reject,Male,D
Reject,Male,D
Reject,Male,D
Reject,Male,D
Reject,Male,D
Reject,Male,D
Admit,Female,D
Admit,Female,D
Admit,Female,D
Admit,Female,D
Admit,Female,D
Admit,Female,D
Admit,Female,D
Admit,Female,D
Admit,Female,D
Admit,Female,D
Admit,Female,D
Admit,Female,D
Admit,Female,D
Admit,Female,D
Admit,Female,D
Admit,Female,D
Admit,Female,D
Admit,Female,D
Admit,Female,D
Admit,Female,D
Admit,Female,D
Admit,Female,D
Admit,Female,D
Admit,Female,D
Admit,Female,D
Admit,Female,D
Admit,Female,D
Admit,Female,D
Admit,Female,D
Admit,Female,D
Admit,Female,D
Admit,Female,D
Admit,Female,D
Admit,Female,D
Admit,Female,D
Admit,Female,D
Admit,Female,D
Admit,Female,D
Admit,Female,D
Admit,Female,D
Admit,Female,D
Admit,Female,D
Admit,Female,D
Admit,Female,D
Admit,Female,D
Admit,Female,D
Admit,Female,D
Admit,Female,D
Admit,Female,D
Admit,Female,D
Admit,Female,D
Admit,Female,D
Admit,Female,D
Admit,Female,D
Admit,Female,D
Admit,Female,D
Admit,Female,D
Admit,Female,D
Admit,Female,D
Admit,Female,D
Admit,Female,D
Admit,Female,D
Admit,Female,D
Admit,Female,D
Admit,Female,D
Admit,Female,D
Admit,Female,D
Admit,Female,D
Admit,Female,D
Admit,Female,D
Admit,Female,D
Admit,Female,D
Admit,Female,D
Admit,Female,D
Admit,Female,D
Admit,Female,D
Admit,Female,D
Admit,Female,D
Admit,Female,D
Admit,Female,D
Admit,Female,D
Admit,Female,D
Admit,Female,D
Admit,Female,D
Admit,Female,D
Admit,Female,D
Admit,Female,D
Admit,Female,D
Admit,Female,D
Admit,Female,D
Admit,Female,D
Admit,Female,D
Admit,Female,D
Admit,Female,D
Admit,Female,D
Admit,Female,D
Admit,Female,D
Admit,Female,D
Admit,Female,D
Admit,Female,D
Admit,Female,D
Admit,Female,D
Admit,Female,D
Admit,Female,D
Admit,Female,D
Admit,Female,D
Admit,Female,D
Admit,Female,D
Admit,Female,D
Admit,Female,D
Admit,Female,D
Admit,Female,D
Admit,Female,D
Admit,Female,D
Admit,Female,D
Admit,Female,D
Admit,Female,D
Admit,Female,D
Admit,Female,D
Admit,Female,D
Admit,Female,D
Admit,Female,D
Admit,Female,D
Admit,Female,D
Admit,Female,D
Admit,Female,D
Admit,Female,D
Admit,Female,D
Admit,Female,D
Admit,Female,D
Admit,Female,D
Reject,Female,D
Reject,Female,D
Reject,Female,D
Reject,Female,D
Reject,Female,D
Reject,Female,D
Reject,Female,D
Reject,Female,D
Reject,Female,D
Reject,Female,D
Reject,Female,D
Reject,Female,D
Reject,Female,D
Reject,Female,D
Reject,Female,D
Reject,Female,D
Reject,Female,D
Reject,Female,D
Reject,Female,D
Reject,Female,D
Reject,Female,D
Reject,Female,D
Reject,Female,D
Reject,Female,D
Reject,Female,D
Reject,Female,D
Reject,Female,D
Reject,Female,D
Reject,Female,D
Reject,Female,D
Reject,Female,D
Reject,Female,D
Reject,Female,D
Reject,Female,D
Reject,Female,D
Reject,Female,D
Reject,Female,D
Reject,Female,D
Reject,Female,D
Reject,Female,D
Reject,Female,D
Reject,Female,D
Reject,Female,D
Reject,Female,D
Reject,Female,D
Reject,Female,D
Reject,Female,D
Reject,Female,D
Reject,Female,D
Reject,Female,D
Reject,Female,D
Reject,Female,D
Reject,Female,D
Reject,Female,D
Reject,Female,D
Reject,Female,D
Reject,Female,D
Reject,Female,D
Reject,Female,D
Reject,Female,D
Reject,Female,D
Reject,Female,D
Reject,Female,D
Reject,Female,D
Reject,Female,D
Reject,Female,D
Reject,Female,D
Reject,Female,D
Reject,Female,D
Reject,Female,D
Reject,Female,D
Reject,Female,D
Reject,Female,D
Reject,Female,D
Reject,Female,D
Reject,Female,D
Reject,Female,D
Reject,Female,D
Reject,Female,D
Reject,Female,D
Reject,Female,D
Reject,Female,D
Reject,Female,D
Reject,Female,D
Reject,Female,D
Reject,Female,D
Reject,Female,D
Reject,Female,D
Reject,Female,D
Reject,Female,D
Reject,Female,D
Reject,Female,D
Reject,Female,D
Reject,Female,D
Reject,Female,D
Reject,Female,D
Reject,Female,D
Reject,Female,D
Reject,Female,D
Reject,Female,D
Reject,Female,D
Reject,Female,D
Reject,Female,D
Reject,Female,D
Reject,Female,D
Reject,Female,D
Reject,Female,D
Reject,Female,D
Reject,Female,D
Reject,Female,D
Reject,Female,D
Reject,Female,D
Reject,Female,D
Reject,Female,D
Reject,Female,D
Reject,Female,D
Reject,Female,D
Reject,Female,D
Reject,Female,D
Reject,Female,D
Reject,Female,D
Reject,Female,D
